ity_pct,pad_weight_g,flow_lpm,proximity,fire_stage,wrong_attempts
Biological Laboratory Monitor - Arduino firmware starting...
DFPlayer Mini ready.
TCRT5000 photocell ready on A2 (analog).
CSV_HEADER,millis_ts,temp_c,humidity_pct,pad_weight_g,flow_lpm,proximity,fire_stage,wrong_attempts
Fire stage: IDLE
DATA,5107,27.20,81.60,-0.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,10128,27.30,82.00,0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,15147,27.30,82.00,0.3,0.000,1,IDLE,0
Fire stage: IDLE
DATA,20167,27.30,82.00,0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,25188,27.30,82.10,0.4,0.000,1,IDLE,0
Fire stage: IDLE
DATA,30206,27.30,82.10,0.3,0.000,1,IDLE,0
Fire stage: IDLE
DATA,35227,27.30,82.10,0.5,0.000,1,IDLE,0
Fire stage: IDLE
DATA,40246,27.30,82.30,0.5,0.000,1,IDLE,0
Fire stage: IDLE
DATA,45264,27.30,82.10,0.5,0.000,1,IDLE,0
Fire stage: IDLE
DATA,50285,27.30,82.00,0.5,0.000,1,IDLE,0
Fire stage: IDLE
DATA,55304,27.30,81.60,0.4,0.000,1,IDLE,0
Fire stage: IDLE
DATA,60324,27.30,81.30,0.4,0.000,1,IDLE,0
Fire stage: IDLE
DATA,65343,27.30,81.10,0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,70362,27.30,81.10,0.7,0.000,1,IDLE,0
Fire stage: IDLE
DATA,75382,27.30,81.30,0.3,0.000,1,IDLE,0
Fire stage: IDLE
DATA,80401,27.30,81.10,0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,85421,27.30,81.00,0.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,90439,27.30,81.00,0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,95458,27.30,80.80,0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,100478,27.30,80.80,0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,105498,27.30,80.70,-0.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,110517,27.30,80.50,0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,115535,27.30,80.40,-0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,120556,27.30,80.40,0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,125575,27.30,80.50,-0.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,130595,27.30,80.80,0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,135614,27.30,80.80,0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,140634,27.30,80.90,0.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,145653,27.30,80.90,0.4,0.000,1,IDLE,0
Fire stage: IDLE
DATA,150670,27.30,80.90,-0.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,155687,27.30,80.90,-0.3,0.000,1,IDLE,0
Fire stage: IDLE
DATA,160705,27.30,80.80,-0.3,0.000,1,IDLE,0
Fire stage: IDLE
DATA,165724,27.30,80.80,-0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,170741,27.30,80.90,-0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,175761,27.30,80.90,-0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,180779,27.30,80.80,-0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,185798,27.30,80.80,-0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,190816,27.30,80.80,-0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,195835,27.30,80.70,-0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,200853,27.30,80.50,-0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,205873,27.30,80.50,-0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,210890,27.30,80.50,-0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,215909,27.30,80.70,-0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,220926,27.30,80.70,-0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,225945,27.30,80.60,-0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,230964,27.30,80.50,-0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,235981,27.30,80.30,-0.2,0.000,1,IDLE,0
Proximity + weight pad: person detected, prompting for password.
Submitting PIN: 1111
Fire stage: IDLE
DATA,259020,27.30,80.10,13.3,0.000,1,IDLE,1
Fire stage: IDLE
DATA,264020,27.30,80.60,-0.2,0.000,1,IDLE,1
Fire stage: IDLE
DATA,269021,27.30,80.80,-0.2,0.000,1,IDLE,1
Fire stage: IDLE
DATA,274021,27.30,80.80,-0.3,0.000,1,IDLE,1
Fire stage: IDLE
DATA,279020,27.30,80.90,-1.4,0.000,1,IDLE,1
Proximity + weight pad: person detected, prompting for password.
Submitting PIN: 1111
Fire stage: IDLE
DATA,294210,27.30,80.90,29.8,0.000,1,IDLE,2
Proximity + weight pad: person detected, prompting for password.
Submitting PIN: 1111
Fire stage: IDLE
DATA,302134,27.30,81.30,32.4,0.000,1,IDLE,0
Fire stage: IDLE
DATA,307277,27.30,81.50,0.4,0.000,1,IDLE,0
Fire stage: IDLE
DATA,312296,27.30,81.30,0.8,0.000,1,IDLE,0
Fire stage: IDLE
DATA,317316,27.30,81.30,-3.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,322333,27.30,81.30,-0.9,0.000,1,IDLE,0
Fire stage: IDLE
DATA,327353,27.30,81.30,-0.3,0.000,1,IDLE,0
Fire stage: IDLE
DATA,332371,27.30,81.30,-0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,337389,27.30,81.50,-1.0,0.000,1,IDLE,0
Proximity + weight pad: person detected, prompting for password.
Submitting PIN: 1234
Fire stage: IDLE
DATA,348723,27.30,81.50,67.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,353722,27.20,81.70,-0.6,0.000,1,IDLE,0
Fire stage: IDLE
DATA,358721,27.30,81.30,-0.4,0.000,1,IDLE,0
Fire stage: IDLE
DATA,363721,27.30,81.10,-0.3,0.000,1,IDLE,0
Fire stage: IDLE
DATA,368721,27.30,81.00,-0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,373726,27.30,80.90,-0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,378745,27.20,80.90,-0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,383763,27.30,80.50,-0.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,388782,27.30,80.40,-0.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,393801,27.30,80.30,-0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,398821,27.30,80.30,-0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,403838,27.30,80.30,-0.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,408857,27.30,80.50,-0.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,413877,27.30,80.40,-0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,418894,27.30,80.30,0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,423913,27.20,80.20,0.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,428932,27.30,80.10,0.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,433951,27.30,80.10,-0.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,438969,27.30,80.00,0.0,0.000,0,IDLE,0
Fire stage: IDLE
DATA,443988,27.30,80.00,-0.8,0.000,1,IDLE,0
Fire stage: IDLE
DATA,449007,27.30,80.10,-1.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,454025,27.30,80.10,-1.2,0.000,1,IDLE,0
Proximity + weight pad: person detected, prompting for password.
Submitting PIN: 1111
Fire stage: IDLE
DATA,466339,27.30,80.30,31.1,0.000,1,IDLE,1
Fire stage: IDLE
DATA,471500,27.30,80.50,-9.9,0.000,1,IDLE,1
Fire stage: IDLE
DATA,476518,27.30,80.50,-3.2,0.000,1,IDLE,1
Fire stage: IDLE
DATA,481538,27.20,80.50,-0.5,0.000,1,IDLE,1
Fire stage: IDLE
DATA,486555,27.30,80.50,0.0,0.000,1,IDLE,1
Proximity + weight pad: person detected, prompting for password.
Submitting PIN: 1236
Fire stage: IDLE
DATA,492331,27.30,80.70,41.2,0.000,1,IDLE,2
Fire stage: IDLE
DATA,497330,27.30,80.80,-2.1,0.000,1,IDLE,2
Proximity + weight pad: person detected, prompting for password.
Submitting PIN: 11111
Fire stage: IDLE
DATA,502942,27.30,80.80,35.3,0.000,1,IDLE,0
Fire stage: IDLE
DATA,508116,27.30,80.80,-1.4,0.000,1,IDLE,0
Fire stage: IDLE
DATA,513134,27.30,80.80,-11.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,518154,27.30,80.90,-4.1,0.000,1,IDLE,0
Fire stage: IDLE
DATA,523171,27.30,81.00,-3.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,528190,27.30,81.00,-2.5,0.000,1,IDLE,0
Fire stage: IDLE
DATA,533209,27.30,81.10,-11.8,0.000,1,IDLE,0
Fire stage: IDLE
DATA,538226,27.30,81.00,-5.9,0.000,1,IDLE,0
Fire stage: IDLE
DATA,543245,27.30,81.00,-4.7,0.000,1,IDLE,0
Fire stage: IDLE
DATA,548264,27.30,81.00,-4.1,0.000,1,IDLE,0
Proximity + weight pad: person detected, prompting for password.
Submitting PIN: 1234
Fire stage: IDLE
DATA,564671,27.30,81.10,11.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,569830,27.30,81.30,-3.9,0.000,1,IDLE,0
Fire stage: IDLE
DATA,574849,27.30,81.30,-3.7,0.000,1,IDLE,0
Fire stage: IDLE
DATA,579867,27.30,81.00,-3.5,0.000,1,IDLE,0
Fire stage: IDLE
DATA,584886,27.30,81.00,-3.4,0.000,1,IDLE,0
Fire stage: IDLE
DATA,589903,27.30,81.00,-3.3,0.000,1,IDLE,0
Fire stage: IDLE
DATA,594921,27.30,81.10,-3.3,0.000,1,IDLE,0
Fire stage: IDLE
DATA,599941,27.30,81.10,-3.3,0.000,1,IDLE,0
Fire stage: IDLE
DATA,604958,27.30,81.10,-3.3,0.000,1,IDLE,0
Fire stage: IDLE
DATA,609978,27.30,81.30,-3.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,614995,27.30,81.10,-3.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,620015,27.30,81.00,-3.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,625033,27.30,81.00,-3.2,0.000,1,IDLE,0
Fire stage: IDLE
DATA,630050,27.30,81.10,-3.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,635070,27.40,81.30,-3.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,640088,27.30,81.30,-2.9,0.000,1,IDLE,0
Fire stage: IDLE
DATA,645105,27.40,81.30,-3.0,0.000,1,IDLE,0
Fire stage: IDLE
DATA,650124,27.30,81.30,-2.9,0.000,1,IDLE,0
Fire stage: IDLE
DATA,655141,27.40,81.00,-2.9,0.000,1,IDLE,0
Fire stage: IDLE
DATA,660161,27.40,81.10,-2.9,0.000,1,IDLE,0
Fire stage: IDLE
DATA,665180,27.30,81.00,-2.8,0.000,1,IDLE,0
Fire stage: IDLE
